epoch,unet_loss,encoder_mse,decoder_mse,bit-error,g_adv_bce,d_cov_bce,d_enc_bce,encoder-loss,adv-loss,mode,artefacts
195,0.5751,0.0156,0.244,0.4377,3.6625,0.5657,0.2345,20,0.005,validation,minor
196,0.3187,0.003,0.2418,0.4296,3.1905,1.2884,0.0659,20,0.005,validation,minor
197,0.3235,0.0023,0.2418,0.427,7.042,2.8691,0.0198,20,0.005,validation,minor
198,0.3117,0.0025,0.2419,0.4286,3.8153,1.7983,0.0465,20,0.005,validation,minor
199,0.3101,0.0023,0.2423,0.4303,4.3297,1.9541,0.0236,20,0.005,validation,minor
200,0.301,0.002,0.2419,0.4291,3.7673,1.842,0.0439,20,0.005,validation,minor
1,0.482,0.0321,0.2567,0.459,0.9231,0.5914,0.5643,7,0.001,train,none
2,0.2998,0.0076,0.2448,0.4409,1.5068,0.3639,0.3598,7,0.001,train,none
3,0.2855,0.0057,0.2426,0.4311,2.6726,0.1464,0.1459,7,0.001,train,none
4,0.2769,0.0047,0.2404,0.4233,3.4763,0.0846,0.0865,7,0.001,train,none
5,0.2723,0.0044,0.2376,0.4115,4.1917,0.0475,0.0484,7,0.001,train,none
6,0.2628,0.0038,0.2322,0.3936,4.2959,0.0797,0.0834,7,0.001,train,none
7,0.2529,0.0035,0.2234,0.3693,4.6999,0.0675,0.0693,7,0.001,train,none
8,0.2369,0.0033,0.208,0.3308,5.5019,0.0342,0.0426,7,0.001,train,none
9,0.2199,0.0034,0.1905,0.2925,5.3463,0.0696,0.0846,7,0.001,train,none
10,0.1953,0.003,0.1686,0.2456,6.0396,0.0527,0.0639,7,0.001,train,none
11,0.1796,0.003,0.1524,0.215,6.2069,0.0567,0.0642,7,0.001,train,none
12,0.1712,0.003,0.1431,0.1959,6.9157,0.0332,0.0347,7,0.001,train,none
13,0.1573,0.0029,0.1296,0.1699,7.4465,0.0351,0.0468,7,0.001,train,none
14,0.1452,0.0028,0.1179,0.1468,7.5586,0.0229,0.0266,7,0.001,train,none
15,0.1289,0.0029,0.1009,0.113,7.9658,0.0344,0.0416,7,0.001,train,none
16,0.1154,0.0031,0.0857,0.0838,7.9533,0.0489,0.0526,7,0.001,train,none
17,0.1097,0.0029,0.0811,0.0765,8.6814,0.0143,0.0159,7,0.001,train,none
18,0.0975,0.0026,0.0703,0.0567,8.7136,0.0212,0.0276,7,0.001,train,none
19,0.0881,0.0027,0.0606,0.0401,8.6888,0.0184,0.0257,7,0.001,train,none
20,0.0762,0.0027,0.049,0.0239,8.4567,0.023,0.0261,7,0.001,train,none
21,0.0655,0.0025,0.0385,0.0111,9.315,0.0138,0.016,7,0.001,train,none
22,0.0571,0.0026,0.0289,0.0044,9.8455,0.0137,0.0198,7,0.001,train,none
23,0.063,0.0035,0.0279,0.004,10.2992,0.0098,0.0143,7,0.001,train,none
24,0.0572,0.0031,0.0258,0.0031,10.0143,0.0084,0.0085,7,0.001,train,none
25,0.0528,0.0027,0.0245,0.0026,9.819,0.0152,0.016,7,0.001,train,none
26,0.0456,0.0024,0.0189,0.0005,9.5451,0.0224,0.0292,7,0.001,train,none
27,0.0448,0.0026,0.017,0.0003,9.7661,0.0129,0.015,7,0.001,train,none
28,0.0414,0.0023,0.0164,0.0003,9.2261,0.018,0.0199,7,0.001,train,none
29,0.0425,0.0023,0.016,0.0002,10.1222,0.0144,0.0183,7,0.001,train,none
30,0.0419,0.0023,0.0155,0.0002,10.3854,0.0095,0.0129,7,0.001,train,none
31,0.0412,0.0024,0.0152,0.0002,9.412,0.0375,0.0389,7,0.001,train,none
32,0.0401,0.0022,0.0147,0.0001,9.9078,0.0112,0.0154,7,0.001,train,none
33,0.041,0.0023,0.0145,0.0001,10.1767,0.0192,0.0272,7,0.001,train,none
34,0.0418,0.0024,0.0144,0.0002,10.654,0.0065,0.0078,7,0.001,train,none
35,0.0408,0.0023,0.0145,0.0001,10.285,0.0051,0.0048,7,0.001,train,none
36,0.0406,0.0022,0.0146,0.0001,10.552,0.0074,0.0095,7,0.001,train,none
37,0.0389,0.0021,0.0139,0.0001,10.2716,0.005,0.0056,7,0.001,train,none
38,0.0379,0.0021,0.0139,0.0001,9.3365,0.0437,0.0572,7,0.001,train,none
39,0.0381,0.0021,0.0136,0,9.9606,0.0129,0.0089,7,0.001,train,none
40,0.0404,0.0022,0.0135,0.0001,11.5205,0.0064,0.0087,7,0.001,train,none
41,0.0407,0.0023,0.0137,0.0001,11.1966,0.012,0.0133,7,0.001,train,none
42,0.0389,0.0021,0.0133,0.0001,11.0252,0.0064,0.0055,7,0.001,train,none
43,0.0403,0.0023,0.0134,0.0001,11.0581,0.0046,0.0062,7,0.001,train,none
44,0.0385,0.002,0.0129,0,11.3752,0.0019,0.0017,7,0.001,train,none
45,0.0423,0.0025,0.0139,0.0003,10.7326,0.0141,0.0217,7,0.001,train,none
46,0.0449,0.0029,0.0139,0.0002,10.8532,0.0096,0.0075,7,0.001,train,none
47,0.0396,0.0022,0.0129,0.0001,11.2648,0.0057,0.0072,7,0.001,train,none
48,0.0381,0.0021,0.0125,0.0001,11.2599,0.0065,0.0083,7,0.001,train,none
49,0.0401,0.0022,0.0129,0,11.5009,0.0193,0.0285,7,0.001,train,none
50,0.0377,0.002,0.0124,0,11.3662,0.0091,0.0087,7,0.001,train,none
51,0.0392,0.0023,0.0128,0.0001,10.4002,0.0253,0.0226,7,0.001,train,none
52,0.0361,0.0019,0.0122,0,10.7021,0.0036,0.0044,7,0.001,train,none
53,0.0363,0.002,0.012,0.0001,10.6216,0.0022,0.0028,7,0.001,train,none
54,0.0366,0.0018,0.0123,0.0001,11.3769,0.0028,0.0034,7,0.001,train,none
55,0.0372,0.0019,0.0122,0.0001,11.9183,0.0015,0.0015,7,0.001,train,none
56,0.0366,0.0018,0.0119,0,11.8698,0.0023,0.0029,7,0.001,train,none
57,0.0381,0.002,0.0122,0,11.8365,0.018,0.0217,7,0.001,train,none
58,0.0368,0.0019,0.0117,0,11.5536,0.0099,0.0127,7,0.001,train,none
59,0.0368,0.0019,0.0121,0.0001,11.4798,0.0104,0.0103,7,0.001,train,none
60,0.0362,0.0018,0.0118,0,11.5319,0.0037,0.0036,7,0.001,train,none
61,0.043,0.0025,0.0124,0.0001,12.7484,0.0063,0.006,7,0.001,train,none
62,0.0383,0.002,0.0117,0,12.4938,0.0032,0.003,7,0.001,train,none
63,0.0378,0.0019,0.0113,0,12.9074,0.0021,0.0021,7,0.001,train,none
64,0.0376,0.0019,0.0114,0,12.5685,0.0027,0.0025,7,0.001,train,none
65,0.0367,0.0018,0.0115,0.0001,12.51,0.0067,0.0092,7,0.001,train,none
66,0.035,0.0018,0.0113,0,10.9044,0.0228,0.0311,7,0.001,train,none
67,0.0376,0.0021,0.0115,0,11.7513,0.0025,0.0018,7,0.001,train,none
68,0.0368,0.0019,0.011,0,12.7286,0.0018,0.0015,7,0.001,train,none
69,0.0363,0.0018,0.0109,0,12.6313,0.0099,0.0106,7,0.001,train,none
70,0.0368,0.0018,0.0108,0,13.3289,0.0025,0.0027,7,0.001,train,none
71,0.0369,0.0019,0.0111,0,12.4979,0.0089,0.0066,7,0.001,train,none
72,0.0358,0.0019,0.011,0,11.7615,0.0042,0.0057,7,0.001,train,none
73,0.0356,0.0018,0.0108,0,12.0572,0.0151,0.014,7,0.001,train,none
74,0.0368,0.0019,0.011,0,12.4926,0.0086,0.0089,7,0.001,train,none
75,0.0375,0.0019,0.0107,0,13.6646,0.008,0.0087,7,0.001,train,none
76,0.0375,0.0018,0.0108,0,13.8862,0.0012,0.0012,7,0.001,train,none
77,0.038,0.0019,0.0105,0,14.2539,0.0017,0.0014,7,0.001,train,none
78,0.0372,0.0018,0.0105,0,13.8415,0.0019,0.0018,7,0.001,train,none
79,0.0343,0.0017,0.0103,0,11.7304,0.0169,0.0179,7,0.001,train,none
80,0.0353,0.0018,0.0104,0,12.4556,0.0129,0.0171,7,0.001,train,none
81,0.0354,0.0019,0.0104,0,12.0147,0.0078,0.0058,7,0.001,train,none
82,0.0398,0.0021,0.0106,0,14.1741,0.0031,0.0023,7,0.001,train,none
83,0.0368,0.0019,0.0105,0,13.3505,0.0039,0.0119,7,0.001,train,none
84,0.0356,0.0017,0.0101,0,13.3136,0.0143,0.0166,7,0.001,train,none
85,0.0351,0.0018,0.0099,0,12.732,0.0071,0.0123,7,0.001,train,none
86,0.0357,0.0018,0.01,0,13.0073,0.0094,0.0126,7,0.001,train,none
87,0.0373,0.0018,0.0104,0,13.9273,0.0018,0.0021,7,0.001,train,none
88,0.0375,0.0019,0.01,0,14.2252,0.0036,0.0041,7,0.001,train,none
89,0.0342,0.0017,0.0097,0,12.3156,0.0103,0.0064,7,0.001,train,none
90,0.0373,0.0019,0.0102,0,13.9651,0.0125,0.015,7,0.001,train,none
91,0.0364,0.0018,0.0097,0,14.1111,0.0016,0.0012,7,0.001,train,none
92,0.0371,0.0019,0.0098,0,14.3342,0.0008,0.0009,7,0.001,train,none
93,0.0366,0.0018,0.0098,0,13.9037,0.0031,0.0027,7,0.001,train,none
94,0.0361,0.0018,0.0097,0,14.1808,0.012,0.0197,7,0.001,train,none
95,0.0355,0.0018,0.0097,0,13.4614,0.0018,0.0037,7,0.001,train,none
96,0.0358,0.0017,0.0093,0,14.496,0.0006,0.0007,7,0.001,train,none
97,0.0352,0.0017,0.0093,0,13.6899,0.0029,0.0046,7,0.001,train,none
98,0.0358,0.0018,0.0093,0,13.9528,0.001,0.0013,7,0.001,train,none
99,0.0369,0.0018,0.0092,0,14.8148,0.0036,0.007,7,0.001,train,none
100,0.0447,0.0029,0.0103,0.0001,13.8832,0.0013,0.0017,7,0.001,train,none
101,0.0375,0.002,0.0091,0,14.1693,0.0194,0.0352,7,0.001,train,none
102,0.0355,0.0017,0.009,0,14.5004,0.0073,0.0134,7,0.001,train,none
103,0.0358,0.0018,0.0091,0,13.8984,0.0041,0.0048,7,0.001,train,none
104,0.0354,0.0018,0.0089,0,13.5171,0.0061,0.0058,7,0.001,train,none
105,0.0355,0.0017,0.0089,0,14.4865,0.0036,0.0033,7,0.001,train,none
106,0.0363,0.0019,0.0085,0,14.686,0.0045,0.0057,7,0.001,train,none
107,0.0374,0.0019,0.0087,0,15.4856,0.0011,0.0006,7,0.001,train,none
108,0.0363,0.0018,0.0085,0,15.4429,0.0016,0.0029,7,0.001,train,none
109,0.0355,0.0018,0.0088,0,14.2592,0.0046,0.003,7,0.001,train,none
110,0.0364,0.0017,0.0086,0,15.6502,0.0033,0.0022,7,0.001,train,none
111,0.0359,0.0018,0.0086,0,14.7037,0.0011,0.0022,7,0.001,train,none
112,0.0346,0.0017,0.0084,0,13.9619,0.0224,0.0255,7,0.001,train,none
113,0.0363,0.0018,0.0083,0,15.217,0.0087,0.0174,7,0.001,train,none
114,0.0355,0.0018,0.0082,0,14.6664,0.0149,0.0205,7,0.001,train,none
115,0.0354,0.0019,0.0085,0,13.8242,0.0015,0.0012,7,0.001,train,none
116,0.0359,0.0019,0.0083,0,14.6332,0.01,0.0112,7,0.001,train,none
117,0.0368,0.0019,0.0082,0,14.9594,0.0062,0.0067,7,0.001,train,none
118,0.0336,0.0017,0.0079,0,14.0024,0.0008,0.0012,7,0.001,train,none
119,0.0367,0.0019,0.008,0,15.5987,0.001,0.0004,7,0.001,train,none
120,0.0373,0.0019,0.0081,0,15.6672,0.001,0.0019,7,0.001,train,none
121,0.0355,0.0018,0.0079,0,15.2263,0.0009,0.0008,7,0.001,train,none
122,0.0361,0.0018,0.0078,0,15.7136,0.0028,0.0032,7,0.001,train,none
123,0.0352,0.0017,0.0077,0,15.4782,0.0015,0.0013,7,0.001,train,none
124,0.0366,0.0018,0.0077,0,16.3731,0.0012,0.0015,7,0.001,train,none
125,0.0355,0.0018,0.0074,0,15.2231,0.0005,0.0005,7,0.001,train,none
126,0.0374,0.0019,0.0079,0,16.5413,0.0004,0.0002,7,0.001,train,none
127,0.0357,0.0018,0.0075,0,15.7622,0.0016,0.0014,7,0.001,train,none
128,0.0359,0.0017,0.0073,0,16.5173,0.0004,0.0004,7,0.001,train,none
129,0.0352,0.002,0.0075,0,13.4721,0.0117,0.0093,7,0.001,train,none
130,0.0321,0.0017,0.0071,0,13.3094,0.0041,0.0058,7,0.001,train,none
131,0.0349,0.0018,0.0073,0,14.8108,0.0062,0.0079,7,0.001,train,none
132,0.0341,0.0018,0.0073,0,14.0902,0.0089,0.0302,7,0.001,train,none
133,0.0359,0.0019,0.0072,0,15.698,0.0053,0.0058,7,0.001,train,none
134,0.0351,0.0019,0.0073,0,14.6548,0.0162,0.0233,7,0.001,train,none
135,0.0353,0.0018,0.007,0,15.9128,0.0067,0.0074,7,0.001,train,none
136,0.0351,0.0018,0.0067,0,15.9167,0.0032,0.0021,7,0.001,train,none
137,0.0331,0.0018,0.0069,0,13.7016,0.0007,0.0003,7,0.001,train,none
138,0.034,0.0018,0.0069,0,14.5546,0.0021,0.0029,7,0.001,train,none
139,0.0344,0.0017,0.0067,0,15.9525,0.001,0.0009,7,0.001,train,none
140,0.0343,0.0018,0.0066,0,15.099,0.0232,0.0345,7,0.001,train,none
141,0.0345,0.0018,0.0066,0,15.4296,0.0011,0.0005,7,0.001,train,none
142,0.0339,0.0018,0.0065,0,14.6768,0.0158,0.0329,7,0.001,train,none
143,0.0342,0.0018,0.0065,0,15.4235,0.0053,0.0051,7,0.001,train,none
144,0.0326,0.0017,0.0066,0,13.7338,0.0012,0.001,7,0.001,train,none
145,0.0325,0.0017,0.0064,0,14.1113,0.0023,0.0023,7,0.001,train,none
146,0.034,0.0018,0.0063,0,15.2722,0.0159,0.0194,7,0.001,train,none
147,0.0837,0.0078,0.0125,0.0015,16.6361,0.0016,0,7,0.001,train,none
148,0.0591,0.0048,0.0089,0,16.495,0.0001,0,7,0.001,train,none
149,0.0495,0.0037,0.0078,0.0001,16.0873,0.0001,0.0001,7,0.001,train,none
150,0.0453,0.0031,0.007,0,16.639,0,0,7,0.001,train,none
151,0.0435,0.0029,0.007,0,16.361,0.0001,0,7,0.001,train,none
152,0.041,0.0026,0.0065,0,16.2674,0,0,7,0.001,train,none
153,0.0397,0.0025,0.0063,0,16.1192,0,0,7,0.001,train,none
154,0.0383,0.0023,0.0062,0,16.1413,0.0001,0.0002,7,0.001,train,none
155,0.0392,0.0023,0.0062,0,16.626,0.0001,0,7,0.001,train,none
156,0.037,0.0022,0.0063,0,15.5136,0.0054,0.0034,7,0.001,train,none
157,0.0354,0.0022,0.0063,0,13.7108,0.0005,0.0016,7,0.001,train,none
158,0.036,0.002,0.0061,0.0001,15.5793,0.0023,0.0008,7,0.001,train,none
159,0.0336,0.002,0.006,0,13.7113,0.0013,0.0018,7,0.001,train,none
160,0.0353,0.002,0.006,0,15.1005,0.001,0.0014,7,0.001,train,none
161,0.0365,0.0019,0.006,0,17.1165,0.0008,0.0013,7,0.001,train,none
162,0.0365,0.002,0.006,0,16.4885,0.0056,0.0103,7,0.001,train,none
163,0.0356,0.0019,0.0059,0,16.3505,0.0003,0.0003,7,0.001,train,none
164,0.0343,0.0018,0.0057,0,15.7972,0.0017,0.0027,7,0.001,train,none
165,0.0334,0.0019,0.0058,0,14.5687,0.0005,0.0001,7,0.001,train,none
166,0.0337,0.0019,0.0057,0,14.7642,0.0077,0.015,7,0.001,train,none
167,0.0352,0.002,0.0058,0,15.5091,0.0015,0.0019,7,0.001,train,none
168,0.0351,0.0019,0.0057,0,15.8399,0.0058,0.0198,7,0.001,train,none
169,0.034,0.0018,0.0056,0,15.9844,0.0018,0.0008,7,0.001,train,none
170,0.0348,0.0019,0.0058,0,15.7251,0.002,0.0027,7,0.001,train,none
171,0.0365,0.0019,0.0055,0,17.9114,0.0041,0.0059,7,0.001,train,none
172,0.0355,0.0018,0.0055,0,17.4082,0.0007,0.0008,7,0.001,train,none
173,0.0354,0.0018,0.0056,0,16.9285,0.0007,0.0001,7,0.001,train,none
174,0.0367,0.0019,0.0055,0,17.7909,0.0045,0.0053,7,0.001,train,none
175,0.0339,0.0018,0.0054,0,15.9279,0.0028,0.0038,7,0.001,train,none
176,0.0355,0.0018,0.0058,0,16.8382,0.0054,0.013,7,0.001,train,none
177,0.0342,0.0017,0.0054,0,16.6231,0.0013,0.0015,7,0.001,train,none
178,0.0346,0.0017,0.0053,0,17.1752,0.0002,0,7,0.001,train,none
179,0.0344,0.0017,0.0054,0,16.8289,0.002,0.0028,7,0.001,train,none
180,0.0341,0.0017,0.0053,0,16.5812,0.0025,0.0018,7,0.001,train,none
181,0.0324,0.0017,0.005,0,15.7853,0.0032,0.0039,7,0.001,train,none
182,0.0346,0.0018,0.0053,0,16.8678,0.0054,0.0039,7,0.001,train,none
183,0.0326,0.0017,0.005,0,15.7389,0.0046,0.0104,7,0.001,train,none
184,0.0327,0.0017,0.005,0,15.7907,0.0026,0.004,7,0.001,train,none
185,0.0322,0.0017,0.005,0,14.9993,0.0045,0.0053,7,0.001,train,none
186,0.0341,0.0018,0.0051,0,16.4543,0.0082,0.0218,7,0.001,train,none
187,0.0338,0.0017,0.0051,0,16.8186,0.0014,0.0018,7,0.001,train,none
188,0.0358,0.0019,0.0052,0,17.4955,0.001,0.0011,7,0.001,train,none
189,0.0353,0.0017,0.0051,0,17.9017,0.0005,0.0002,7,0.001,train,none
190,0.0344,0.0017,0.005,0,17.5697,0.0103,0.0024,7,0.001,train,none
191,0.0637,0.0054,0.0107,0.0018,15.3111,0.0079,0.0176,7,0.001,train,none
192,0.0418,0.0027,0.0063,0,16.816,0.0005,0.0001,7,0.001,train,none
193,0.0351,0.0019,0.0051,0,16.7301,0.0001,0.0002,7,0.001,train,none
194,0.0328,0.0017,0.0051,0,15.7833,0.0035,0.0042,7,0.001,train,none
195,0.0337,0.0017,0.0048,0,16.7377,0.0009,0.0003,7,0.001,train,none
196,0.0333,0.0017,0.005,0,16.1924,0.0036,0.0046,7,0.001,train,none
197,0.03,0.0016,0.0048,0,13.6413,0.0012,0.0021,7,0.001,train,none
198,0.033,0.0017,0.0047,0,16.6624,0.0021,0.0023,7,0.001,train,none
199,0.0316,0.0015,0.0047,0,16.3549,0.0003,0.0003,7,0.001,train,none
200,0.0333,0.0017,0.005,0,16.3303,0.0003,0.0002,7,0.001,train,none
1,0.3297,0.0108,0.253,0.4655,0.7637,0.7943,0.6468,7,0.001,validation,none
2,0.2944,0.0067,0.2462,0.442,1.2138,1.3768,0.4086,7,0.001,validation,none
3,0.2879,0.0054,0.2486,0.4338,1.2111,0.9919,0.5014,7,0.001,validation,none
4,0.2792,0.004,0.2485,0.4429,2.3896,1.7962,0.1405,7,0.001,validation,none
5,0.2716,0.0048,0.235,0.3994,2.8607,2.0607,0.0822,7,0.001,validation,none
6,0.2674,0.0036,0.2383,0.4009,4.0429,2.5901,0.0232,7,0.001,validation,none
7,0.248,0.004,0.2164,0.3472,3.3027,1.792,0.0623,7,0.001,validation,none
8,0.2397,0.0034,0.2112,0.3363,4.476,1.8317,0.0171,7,0.001,validation,none
9,0.2162,0.0031,0.1906,0.2918,3.5667,2.901,0.0896,7,0.001,validation,none
10,0.1988,0.0029,0.1767,0.2638,1.5056,1.0244,0.358,7,0.001,validation,none
11,0.176,0.003,0.1512,0.2127,3.6932,2.2726,0.1496,7,0.001,validation,none
12,0.1857,0.0038,0.1568,0.2249,2.5822,3.7912,0.7076,7,0.001,validation,none
13,0.1504,0.003,0.1222,0.1596,7.024,3.3349,0.0139,7,0.001,validation,none
14,0.1542,0.0038,0.1222,0.1576,5.3409,3.7411,0.0102,7,0.001,validation,none
15,0.133,0.0032,0.1064,0.1269,4.227,1.3165,0.0395,7,0.001,validation,none
16,0.1311,0.0034,0.1009,0.1103,6.4238,4.7585,0.0072,7,0.001,validation,none
17,0.1139,0.0038,0.0859,0.0885,1.4809,2.8856,1.852,7,0.001,validation,none
18,0.0898,0.0025,0.0688,0.0551,3.4597,1.6701,0.0745,7,0.001,validation,none
19,0.0917,0.003,0.0634,0.0462,7.1239,3.362,0.0037,7,0.001,validation,none
20,0.0895,0.0028,0.064,0.0436,5.8501,3.7376,0.0185,7,0.001,validation,none
21,0.0594,0.0029,0.0341,0.007,4.853,2.8062,0.0294,7,0.001,validation,none
22,0.0668,0.0043,0.0323,0.0042,4.3582,1.114,0.1194,7,0.001,validation,none
23,0.0601,0.0033,0.0315,0.0066,5.1736,3.7086,0.0134,7,0.001,validation,none
24,0.0676,0.0043,0.0279,0.0019,9.2654,4.0364,0.0002,7,0.001,validation,none
25,0.0483,0.0022,0.0282,0.0032,4.9195,1.866,0.1145,7,0.001,validation,none
26,0.0479,0.0025,0.0226,0.001,7.5428,1.9253,0.0084,7,0.001,validation,none
27,0.0409,0.0021,0.0211,0.0009,4.9627,2.0303,0.0175,7,0.001,validation,none
28,0.0413,0.0023,0.018,0.0003,7.153,1.9244,0.0264,7,0.001,validation,none
29,0.0395,0.0023,0.0153,0.0003,8.123,2.5037,0.0022,7,0.001,validation,none
30,0.0401,0.0024,0.0147,0.0001,8.4356,3.3724,0.0007,7,0.001,validation,none
31,0.0412,0.0021,0.0202,0.0005,6.5186,3.3918,0.006,7,0.001,validation,none
32,0.0409,0.0023,0.0177,0.0001,7.366,2.5884,0.0015,7,0.001,validation,none
33,0.0437,0.0026,0.0213,0.0006,4.2047,1.1919,0.0289,7,0.001,validation,none
34,0.0426,0.0029,0.0152,0.0001,6.7959,2.8565,0.0024,7,0.001,validation,none
35,0.034,0.0021,0.0142,0,5.1367,3.0506,0.0122,7,0.001,validation,none
36,0.0471,0.0029,0.0177,0.0001,9.3519,3.6056,0.0002,7,0.001,validation,none
37,0.0441,0.0023,0.0204,0,7.6791,3.6461,0.0014,7,0.001,validation,none
38,0.0288,0.0018,0.0142,0.0001,2.2439,0.4288,0.2542,7,0.001,validation,none
39,0.0335,0.0022,0.0133,0.0002,4.8252,2.3363,0.0219,7,0.001,validation,none
40,0.034,0.0023,0.0137,0,4.495,2.1577,0.1131,7,0.001,validation,none
41,0.0344,0.0019,0.0138,0,7.1696,3.4881,0.0021,7,0.001,validation,none
42,0.0385,0.0021,0.0159,0,7.729,5.2578,0.0011,7,0.001,validation,none
43,0.0359,0.0022,0.0122,0,8.1508,5.8562,0.0006,7,0.001,validation,none
44,0.0298,0.0017,0.0092,0,8.6025,5.0148,0.0006,7,0.001,validation,none
45,0.0737,0.0051,0.0318,0.004,6.5069,3.8854,0.0024,7,0.001,validation,none
46,0.0308,0.002,0.0151,0,2.002,0.6257,0.3594,7,0.001,validation,none
47,0.0387,0.0027,0.0113,0,8.3368,6.8938,0.001,7,0.001,validation,none
48,0.0359,0.0022,0.0096,0,10.9283,9.3385,0,7,0.001,validation,none
49,0.0525,0.0034,0.018,0.0001,10.7641,3.6193,0.0003,7,0.001,validation,none
50,0.0376,0.002,0.0147,0.0001,9.1332,3.5208,0.0004,7,0.001,validation,none
51,0.038,0.0022,0.0149,0.0001,7.8284,4.9332,0.0008,7,0.001,validation,none
52,0.0299,0.0018,0.0122,0,5.3107,3.4611,0.0152,7,0.001,validation,none
53,0.0405,0.0023,0.0161,0.0002,8.4408,4.6289,0.0026,7,0.001,validation,none
54,0.0327,0.0018,0.0151,0,4.7149,2.2158,0.0294,7,0.001,validation,none
55,0.0447,0.0023,0.0195,0,9.2367,7.1568,0.0003,7,0.001,validation,none
56,0.0411,0.0026,0.0167,0.0002,6.2774,6.4423,0.0418,7,0.001,validation,none
57,0.0365,0.0021,0.0118,0,9.8998,6.0676,0.0002,7,0.001,validation,none
58,0.0303,0.0019,0.0105,0,6.7652,4.1421,0.0039,7,0.001,validation,none
59,0.0415,0.0023,0.0161,0.0001,9.6447,8.601,0.0002,7,0.001,validation,none
60,0.0361,0.0021,0.0157,0,5.8361,3.3827,0.034,7,0.001,validation,none
61,0.039,0.0029,0.0124,0,6.2784,4.7916,0.0034,7,0.001,validation,none
62,0.0399,0.002,0.0153,0.0003,10.8052,6.9009,0.0001,7,0.001,validation,none
63,0.0344,0.0017,0.0133,0,8.9563,5.6456,0.0004,7,0.001,validation,none
64,0.036,0.0018,0.0143,0,8.9789,5.8916,0.0003,7,0.001,validation,none
65,0.0368,0.002,0.0123,0,10.4404,7.3149,0.0001,7,0.001,validation,none
66,0.0309,0.0019,0.0119,0,5.3748,4.3556,0.0164,7,0.001,validation,none
67,0.0297,0.0019,0.0073,0,8.9929,6.4893,0.0003,7,0.001,validation,none
68,0.0316,0.0018,0.0097,0,9.3311,6.9918,0.0013,7,0.001,validation,none
69,0.034,0.0018,0.0134,0,8.0173,6.5798,0.0074,7,0.001,validation,none
70,0.0394,0.0025,0.0116,0,9.9728,11.8614,0.0005,7,0.001,validation,none
71,0.0331,0.0019,0.0125,0,7.1735,5.0378,0.0097,7,0.001,validation,none
72,0.0338,0.0018,0.0136,0,7.329,5.7177,0.0021,7,0.001,validation,none
73,0.0326,0.0016,0.0173,0.0003,3.742,2.8087,0.1774,7,0.001,validation,none
74,0.0409,0.0039,0.0109,0,2.9497,0.8258,0.1225,7,0.001,validation,none
75,0.0305,0.0017,0.0086,0,9.8451,7.7061,0.0002,7,0.001,validation,none
76,0.0326,0.0022,0.0105,0,6.7368,3.9789,0.0044,7,0.001,validation,none
77,0.0281,0.0017,0.0082,0,7.8134,6.3406,0.0012,7,0.001,validation,none
78,0.0335,0.0018,0.0152,0,5.6238,3.4826,0.0144,7,0.001,validation,none
79,0.0328,0.0022,0.0095,0,7.729,8.2382,0.0018,7,0.001,validation,none
80,0.0347,0.0017,0.0154,0.0001,7.1686,4.5811,0.0018,7,0.001,validation,none
81,0.0309,0.0022,0.0097,0,5.9455,3.6942,0.0042,7,0.001,validation,none
82,0.0331,0.0021,0.0105,0,8.0207,13.5331,0.0031,7,0.001,validation,none
83,0.0388,0.0024,0.0089,0,12.9261,17.4611,0,7,0.001,validation,none
84,0.0316,0.0018,0.0126,0,6.3391,3.8922,0.0053,7,0.001,validation,none
85,0.0275,0.0018,0.0088,0,5.7847,4.0007,0.0502,7,0.001,validation,none
86,0.035,0.0017,0.0104,0,12.7792,10.4374,0,7,0.001,validation,none
87,0.0283,0.002,0.0067,0,7.8484,5.1051,0.0014,7,0.001,validation,none
88,0.0272,0.0017,0.0075,0,7.9181,7.2196,0.0009,7,0.001,validation,none
89,0.0348,0.0016,0.0111,0,12.2169,13.1186,0,7,0.001,validation,none
90,0.0383,0.0021,0.0136,0,10.1198,9.1355,0.0013,7,0.001,validation,none
91,0.0335,0.0024,0.0092,0,7.6361,6.8767,0.0027,7,0.001,validation,none
92,0.0443,0.0033,0.0101,0,11.0532,13.5221,0,7,0.001,validation,none
93,0.031,0.002,0.0106,0,6.6137,5.1641,0.0024,7,0.001,validation,none
94,0.0289,0.0017,0.0083,0,9.0104,7.5027,0.0015,7,0.001,validation,none
95,0.0298,0.0017,0.0081,0,9.6368,8.0298,0.0002,7,0.001,validation,none
96,0.0299,0.0021,0.007,0,8.0688,14.3602,0.0022,7,0.001,validation,none
97,0.0286,0.0021,0.0093,0,4.194,2.9539,0.0248,7,0.001,validation,none
98,0.0322,0.0015,0.0087,0,12.9771,14.7807,0,7,0.001,validation,none
99,0.034,0.0018,0.0117,0,9.7482,11.2171,0.0002,7,0.001,validation,none
100,0.039,0.0025,0.0123,0,9.3568,7.3322,0.0003,7,0.001,validation,none
101,0.0334,0.0022,0.0074,0,10.6273,13.26,0.0001,7,0.001,validation,none
102,0.0338,0.0019,0.0091,0,11.715,14.0735,0,7,0.001,validation,none
103,0.0416,0.0033,0.0086,0,9.8517,18.8906,0.0003,7,0.001,validation,none
104,0.0247,0.0019,0.0067,0.0001,5.0391,1.8237,0.0152,7,0.001,validation,none
105,0.0368,0.0026,0.0122,0,6.5335,1.6206,0.0072,7,0.001,validation,none
