epoch,unet_loss,encoder_mse,decoder_mse,bit-error,g_adv_bce,d_cov_bce,d_enc_bce,encoder-loss,adv-loss,mode,artefacts
164,0.304,0.0018,0.2501,0.5011,3.6773,0.1818,0.2133,20,0.005,train,minor
165,0.3057,0.0019,0.2501,0.5001,3.4077,0.161,0.1798,20,0.005,train,minor
166,0.3028,0.0018,0.2501,0.4982,3.4406,0.1627,0.1832,20,0.005,train,minor
167,0.3038,0.0018,0.2501,0.4979,3.4181,0.1903,0.2127,20,0.005,train,minor
168,0.3041,0.0019,0.2501,0.5002,3.2113,0.1979,0.2206,20,0.005,train,minor
169,0.3031,0.0018,0.2501,0.4996,3.2197,0.1813,0.1913,20,0.005,train,minor
170,0.3035,0.0017,0.2501,0.4977,3.6959,0.1452,0.1649,20,0.005,train,minor
171,0.2983,0.0017,0.25,0.4958,2.9008,0.2303,0.2469,20,0.005,train,minor
172,0.2971,0.0017,0.2491,0.4784,2.6475,0.2086,0.2272,20,0.005,train,minor
173,0.3005,0.0019,0.244,0.4364,3.5825,0.1379,0.1384,20,0.005,train,minor
174,0.3025,0.002,0.243,0.4322,3.756,0.1468,0.1601,20,0.005,train,minor
175,0.2948,0.0018,0.2428,0.4318,3.2462,0.1772,0.1952,20,0.005,train,minor
176,0.2965,0.0019,0.2431,0.4336,3.2032,0.1831,0.2042,20,0.005,train,minor
177,0.2982,0.0019,0.243,0.433,3.6024,0.1502,0.1766,20,0.005,train,minor
178,0.2975,0.0019,0.2427,0.4316,3.2288,0.1799,0.1849,20,0.005,train,minor
179,0.2941,0.0018,0.2428,0.4316,3.2005,0.1961,0.2082,20,0.005,train,minor
180,0.298,0.0019,0.2426,0.4316,3.2953,0.1564,0.1716,20,0.005,train,minor
181,0.2943,0.0018,0.2428,0.4318,3.0673,0.1982,0.2175,20,0.005,train,minor
182,0.2943,0.0018,0.2427,0.4324,2.9342,0.2201,0.2341,20,0.005,train,minor
183,0.2947,0.0019,0.2425,0.4304,2.9273,0.1947,0.2093,20,0.005,train,minor
184,0.2965,0.0019,0.2428,0.4325,3.0916,0.187,0.2002,20,0.005,train,minor
185,0.2931,0.0017,0.2424,0.4306,3.3118,0.1971,0.2075,20,0.005,train,minor
186,0.2919,0.0017,0.2425,0.431,3.1732,0.1775,0.191,20,0.005,train,minor
187,0.2937,0.0018,0.2426,0.4309,3.0163,0.2036,0.2193,20,0.005,train,minor
188,0.2961,0.002,0.2423,0.431,2.7611,0.2019,0.2205,20,0.005,train,minor
189,0.2895,0.0016,0.2422,0.429,2.9041,0.2094,0.2123,20,0.005,train,minor
190,0.2966,0.0019,0.2426,0.4313,3.2961,0.1524,0.1689,20,0.005,train,minor
191,0.2933,0.0017,0.2422,0.4298,3.359,0.1527,0.1668,20,0.005,train,minor
192,0.2952,0.0018,0.2424,0.4305,3.1613,0.1854,0.194,20,0.005,train,minor
193,0.2923,0.0017,0.2425,0.4306,3.0961,0.187,0.2113,20,0.005,train,minor
194,0.293,0.0018,0.2424,0.4306,3.0055,0.2024,0.2182,20,0.005,train,minor
195,0.3102,0.0026,0.2426,0.4316,3.1635,0.2215,0.2439,20,0.005,train,minor
196,0.3818,0.0055,0.2425,0.4311,5.8482,0.0262,0.0277,20,0.005,train,minor
197,0.3321,0.0031,0.2424,0.4307,5.4515,0.0409,0.0431,20,0.005,train,minor
198,0.3214,0.0026,0.2422,0.4295,5.4866,0.0437,0.0528,20,0.005,train,minor
199,0.3167,0.0024,0.2422,0.4295,5.4233,0.0648,0.0711,20,0.005,train,minor
200,0.3096,0.0022,0.2423,0.4301,4.546,0.0982,0.1065,20,0.005,train,minor
1,0.4385,0.0091,0.2508,0.4959,0.9891,0.8648,0.5031,20,0.005,validation,minor
2,0.3842,0.0062,0.2511,0.4993,2.0097,1.0874,0.1943,20,0.005,validation,minor
3,0.338,0.004,0.2507,0.5004,1.3502,1.0794,0.3692,20,0.005,validation,minor
4,0.3245,0.0034,0.2509,0.4985,0.9259,1.0883,0.8354,20,0.005,validation,minor
5,0.3376,0.0035,0.2508,0.4957,3.2611,2.0284,0.0662,20,0.005,validation,minor
6,0.3456,0.0035,0.2504,0.4967,5.1803,2.9809,0.0329,20,0.005,validation,minor
7,0.3403,0.0031,0.2504,0.4974,5.5011,3.4899,0.037,20,0.005,validation,minor
8,0.3251,0.0028,0.2506,0.4966,3.6241,1.5007,0.0449,20,0.005,validation,minor
9,0.3255,0.0032,0.2504,0.4949,2.4007,1.7147,0.1114,20,0.005,validation,minor
10,0.3171,0.0026,0.2504,0.4957,3.1027,1.0641,0.0842,20,0.005,validation,minor
11,0.3469,0.0039,0.2507,0.5007,3.7385,1.5708,0.0432,20,0.005,validation,minor
12,0.3116,0.0021,0.2507,0.4976,3.9294,0.9065,0.0586,20,0.005,validation,minor
13,0.313,0.002,0.2506,0.4989,4.6279,1.3071,0.0193,20,0.005,validation,minor
14,0.3249,0.0022,0.2505,0.4996,5.9235,2.2987,0.0108,20,0.005,validation,minor
15,0.3161,0.0023,0.2507,0.5018,3.8585,1.1466,0.0533,20,0.005,validation,minor
16,0.3282,0.0031,0.2505,0.5014,3.1578,1.1432,0.0804,20,0.005,validation,minor
17,0.3255,0.0023,0.2508,0.5033,5.927,2.1822,0.0053,20,0.005,validation,minor
18,0.3448,0.0031,0.2505,0.5027,6.5888,1.8786,0.0148,20,0.005,validation,minor
19,0.3122,0.0023,0.2506,0.4997,3.2479,1.8228,0.3742,20,0.005,validation,minor
20,0.3441,0.0039,0.2503,0.4987,3.1313,1.1403,0.0757,20,0.005,validation,minor
21,0.3083,0.0015,0.2504,0.4976,5.6687,2.708,0.0082,20,0.005,validation,minor
22,0.3434,0.0025,0.2506,0.4992,8.3696,4.3285,0.0004,20,0.005,validation,minor
23,0.354,0.0028,0.2504,0.5013,9.477,4.989,0.0001,20,0.005,validation,minor
24,0.3187,0.0017,0.2505,0.5019,6.6913,3.833,0.0026,20,0.005,validation,minor
25,0.3269,0.002,0.2506,0.5017,7.3394,3.578,0.001,20,0.005,validation,minor
26,0.3091,0.0016,0.2504,0.4993,5.3994,2.7571,0.0077,20,0.005,validation,minor
27,0.3537,0.0031,0.2511,0.5016,8.052,4.5243,0.0005,20,0.005,validation,minor
28,0.3319,0.0019,0.2506,0.5053,8.4718,3.1499,0.0008,20,0.005,validation,minor
29,0.3175,0.002,0.2504,0.5022,5.4697,2.2894,0.0102,20,0.005,validation,minor
30,0.3565,0.003,0.2505,0.501,9.1549,5.8608,0.0002,20,0.005,validation,minor
31,0.3826,0.0031,0.2504,0.495,14.0873,4.2979,0,20,0.005,validation,minor
32,0.3268,0.0023,0.2505,0.5003,6.2236,3.6314,0.0133,20,0.005,validation,minor
33,0.3219,0.0023,0.2507,0.5022,4.9805,2.6345,0.0101,20,0.005,validation,minor
34,0.3558,0.0026,0.2505,0.5049,10.8187,5.8984,0.0001,20,0.005,validation,minor
35,0.3529,0.0023,0.2503,0.501,11.2828,3.6458,0.0001,20,0.005,validation,minor
36,0.3254,0.0022,0.2504,0.503,5.9936,4.9923,0.0591,20,0.005,validation,minor
37,0.3611,0.0029,0.2502,0.4954,10.4461,6.3866,0.0001,20,0.005,validation,minor
38,0.3173,0.0028,0.2506,0.5055,2.0677,4.6717,1.3815,20,0.005,validation,minor
39,0.3202,0.0018,0.2503,0.4981,6.6327,4.2895,0.0046,20,0.005,validation,minor
40,0.3868,0.0047,0.2503,0.4959,8.5251,6.5163,0.0003,20,0.005,validation,minor
41,0.3298,0.0018,0.2502,0.5001,8.8296,4.8053,0.0065,20,0.005,validation,minor
42,0.3347,0.002,0.2503,0.5016,8.6866,5.0953,0.0009,20,0.005,validation,minor
43,0.3448,0.0028,0.2504,0.4994,7.689,7.4407,0.0006,20,0.005,validation,minor
44,0.3124,0.0018,0.2501,0.4955,5.1861,2.1121,0.0171,20,0.005,validation,minor
